id,thread_id,parent_id,body,author,timestamp,type,url,thumbnail_url,hashtags,usertags,mentioned,num_likes,num_comments,level,query
CHE_HwYndLS,CHE_HwYndLS,CHE_HwYndLS,DO NOT ALLOW YOUR CHILD TO BE A LAB 🐀 RAT. JUST ASK YOUR CHILDS SCHOOL HOW LONG ITS BEEN WIRED WITH 5G THEN KEEP THEM OUT. #lifeskills2020 #livealifeofnofear #stop5gatlanta #stop5gtowers#stop5gcalifornia #stop5goregon #stop5gworldwide,lifeskills2020,1604294025.0,picture,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-15/e35/123328911_1759409564234705_4224276907200076495_n.jpg?_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=105&_nc_ohc=onUGVuAOuQ0AX-EQYUC&tp=18&oh=709cf92d615bbfd27462a3da732532f4&oe=5FDE4421&ig_cache_key=MjQzMzM0NzMwODYwNjA1MTAyNg%3D%3D.2,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-15/e35/123328911_1759409564234705_4224276907200076495_n.jpg?_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=105&_nc_ohc=onUGVuAOuQ0AX-EQYUC&tp=18&oh=709cf92d615bbfd27462a3da732532f4&oe=5FDE4421&ig_cache_key=MjQzMzM0NzMwODYwNjA1MTAyNg%3D%3D.2,"lifeskills2020,livealifeofnofear,stop5gatlanta,stop5gtowers,stop5gcalifornia,stop5goregon,stop5gworldwide",,,0,0,post,stop5gworldwide
CG-fDByjNDn,CG-fDByjNDn,CG-fDByjNDn,"Reposted from @stop5g_germany .
.
#stop5g #stop5grollout #stop5gglobal #stop5gflorida #stop5gaustralia #stop5guk #stop5gespaña #stop5gitalia #stop5gcalifornia #stop5ginternational #stop5gtowers #stop5gbarcelona #stop5gworldwide #stop5gusa #stop5gindonesia #stop5gitaly #stop5geverywhere #stop5gcentralcoast #stop5gtoday #stop5gpennsylvania #stop5ghawaii #stop5gchicago #emfprotection #emfsensitivity #digitaldetox #healing #energyhealing #grounding #emfs #Stop5Ggermany 

@Stop5G_Germany",cilla_9_,1604075906.0,video,https://scontent-muc2-1.cdninstagram.com/v/t50.2886-16/123258316_357007118692625_4096706761579933054_n.mp4?_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=105&_nc_ohc=_pqdwOdl9poAX9J47Ge&oe=5FB67DDF&oh=9222a3c9b39ac4f95cdb58404b7f4d1c,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-15/e35/123300596_836048980479965_2220553021744580054_n.jpg?_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=105&_nc_ohc=s1oDLkMBKmMAX9IED-I&tp=18&oh=6fd62e45b06ee84800ef655556a2d5bf&oe=5FB64121,"stop5g,stop5grollout,stop5gglobal,stop5gflorida,stop5gaustralia,stop5guk,stop5gespaña,stop5gitalia,stop5gcalifornia,stop5ginternational,stop5gtowers,stop5gbarcelona,stop5gworldwide,stop5gusa,stop5gindonesia,stop5gitaly,stop5geverywhere,stop5gcentralcoast,stop5gtoday,stop5gpennsylvania,stop5ghawaii,stop5gchicago,emfprotection,emfsensitivity,digitaldetox,healing,energyhealing,grounding,emfs,stop5ggermany",,"stop5g_germany,Stop5G_Germany",0,0,post,stop5gworldwide
CGrCve9JZqH,CGrCve9JZqH,CGrCve9JZqH,"Reposted from: @awakening_sheep 
~
#agenda21 #arrestbillgates #billgatesforprison2020 #billgatesforjail2020 #fucktheelite #fuckthenewnormal #exposebillgates #event201 #londonrealarmy #stop5grollout #stop5g #stop5gtowers #stop5gworldwide #wakeupsheeple #wearebiggertogether #weareinthistogether #wemuststoptheelite #dontstopprotesting #davidickeinterview #davidicke #davidickewasright #exposewho",zulma_matos_,1603419942.0,video,https://scontent-muc2-1.cdninstagram.com/v/t50.2886-16/122167078_136859211461073_1666473577414711385_n.mp4?_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=109&_nc_ohc=_27xFP884OMAX_GbOqV&oe=5FB69BB5&oh=c0a4d77bcbdb2f0602614a689a443e6c,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-15/e35/122503936_347849679628427_3645679443526175381_n.jpg?_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=111&_nc_ohc=l6oy2KinnsIAX9aJTO5&tp=18&oh=088e076ab22700a4ec8a22b206a63255&oe=5FB65D6E,"agenda21,arrestbillgates,billgatesforprison2020,billgatesforjail2020,fucktheelite,fuckthenewnormal,exposebillgates,event201,londonrealarmy,stop5grollout,stop5g,stop5gtowers,stop5gworldwide,wakeupsheeple,wearebiggertogether,weareinthistogether,wemuststoptheelite,dontstopprotesting,davidickeinterview,davidicke,davidickewasright,exposewho",,awakening_sheep,3,0,post,stop5gworldwide
CGRtn-SHVU_,CGRtn-SHVU_,CGRtn-SHVU_,(See the CDC tag. They want to keep lying to the public so they tag any post thats aware of their lies. 1932-1972 they told black People that shots of SYPHILIS WAS HEALTH CARE.) People save the mask for Halloween. It ain't working. ⏰ WAKEUP. THEY ARE LYING TO YOU. #stop5gatlanta #stop5grollout #stop5gworldwide #lifeskills2020 #livealifeofnofear,lifeskills2020,1602569976.0,picture,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-15/e35/121059391_1255490701496945_4448347954608375102_n.jpg?_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=105&_nc_ohc=oaGeG6XzBjkAX9Y3522&tp=18&oh=482d8017e9b8e91d4b11fc4070c13c1e&oe=5FDD68D2&ig_cache_key=MjQxODkxNTEzMzkwMzE2NDczNQ%3D%3D.2,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-15/e35/121059391_1255490701496945_4448347954608375102_n.jpg?_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=105&_nc_ohc=oaGeG6XzBjkAX9Y3522&tp=18&oh=482d8017e9b8e91d4b11fc4070c13c1e&oe=5FDD68D2&ig_cache_key=MjQxODkxNTEzMzkwMzE2NDczNQ%3D%3D.2,"stop5gatlanta,stop5grollout,stop5gworldwide,lifeskills2020,livealifeofnofear",,,9,0,post,stop5gworldwide
CFr1W02nYHU,CFr1W02nYHU,CFr1W02nYHU,"Reposted from @thewokebeing WAKE UP!!👁
~
#wakeupsheeple #wokesheeps #wokesheep #wakeupworldwide #wakeuphumanity #wakeupamerica #wwg1wga👊🏼👊🏾👊👊🏿👊🏻 #wwg1wwga #wwg1wgaworldwide🤝🌍🤝 #event201 #exposethenewworldorder #brainwashedsociety #brainwashedsociety📺 #defundmainstreammedia #wearebiggertogether #weareinthistogether #protestamerica #protestworld #fuckthenewworldorder #fuckthenewnormal #nomasksneeded #nomasks #londonrealarmy #plandemic2020 #saynotobillgates #stop5gworldwide - #regrann",hippiechick_38_83,1601298961.0,picture,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-15/e35/120310876_664874977468880_4207919333724006875_n.jpg?_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=108&_nc_ohc=MHN62E5T9WIAX-QuS2Y&tp=18&oh=6315eedc8b4cf2ed8ccb9e1b554d5e75&oe=5FDCAA56&ig_cache_key=MjQwODI1MzA5MDgwNDEwNTY4NA%3D%3D.2,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-15/e35/120310876_664874977468880_4207919333724006875_n.jpg?_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=108&_nc_ohc=MHN62E5T9WIAX-QuS2Y&tp=18&oh=6315eedc8b4cf2ed8ccb9e1b554d5e75&oe=5FDCAA56&ig_cache_key=MjQwODI1MzA5MDgwNDEwNTY4NA%3D%3D.2,"wakeupsheeple,wokesheeps,wokesheep,wakeupworldwide,wakeuphumanity,wakeupamerica,wwg1wga,wwg1wwga,wwg1wgaworldwide,event201,exposethenewworldorder,brainwashedsociety,brainwashedsociety,defundmainstreammedia,wearebiggertogether,weareinthistogether,protestamerica,protestworld,fuckthenewworldorder,fuckthenewnormal,nomasksneeded,nomasks,londonrealarmy,plandemic2020,saynotobillgates,stop5gworldwide,regrann",,thewokebeing,16,1,post,stop5gworldwide
CFMc9R-D_bP,CFMc9R-D_bP,CFMc9R-D_bP,"Always watchful and ready!!! 👀👂🏼

“WHAT IN THE WORLD ARE THEY SPRAYING” (MUST-SEE DOCUMENTARY)  YT: https://youtu.be/rEUg8uLoZNY

#doyourownresearch #researchforourselves #chemtrailvscontrail #stopgeoengineeringnow #stophaarp #stop5gglobal #stop5gworldwide",chemtrails_watch_pt_andmore,1600245982.0,picture,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-15/e35/119460862_1024467947974230_2295799918198932471_n.jpg?_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=106&_nc_ohc=14ovua1qZlwAX-88dLb&tp=18&oh=74fc4f13f00ceafa411993f23f991e8a&oe=5FDE5E9F&ig_cache_key=MjM5OTQyMDA1Nzk2Njg2ODE3NQ%3D%3D.2,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-15/e35/119460862_1024467947974230_2295799918198932471_n.jpg?_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=106&_nc_ohc=14ovua1qZlwAX-88dLb&tp=18&oh=74fc4f13f00ceafa411993f23f991e8a&oe=5FDE5E9F&ig_cache_key=MjM5OTQyMDA1Nzk2Njg2ODE3NQ%3D%3D.2,"doyourownresearch,researchforourselves,chemtrailvscontrail,stopgeoengineeringnow,stophaarp,stop5gglobal,stop5gworldwide","cat.foyh,chemtrails_watch_pt_andmore",,8,4,post,stop5gworldwide
CEajnzpHUAW,CEajnzpHUAW,CEajnzpHUAW,"Digamos NO al 5G !!!
•
#5gspaceappeal #stop5gglobal #stop5g #stop5gworldwide",tecnologia.responsable,1598571754.0,picture,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-15/e35/118367464_765746420664245_421011554685182341_n.jpg?_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=105&_nc_ohc=n3czoLI9YIQAX-FBCwa&tp=18&oh=3d6d696eebc279f079a337f497f3552b&oe=5FDEA0B6&ig_cache_key=MjM4NTM3NTYxOTc4NDE5NjExOA%3D%3D.2,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-15/e35/118367464_765746420664245_421011554685182341_n.jpg?_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=105&_nc_ohc=n3czoLI9YIQAX-FBCwa&tp=18&oh=3d6d696eebc279f079a337f497f3552b&oe=5FDEA0B6&ig_cache_key=MjM4NTM3NTYxOTc4NDE5NjExOA%3D%3D.2,"5gspaceappeal,stop5gglobal,stop5g,stop5gworldwide",,,86,0,post,stop5gworldwide
CDotkbrJXJJ,CDotkbrJXJJ,CDotkbrJXJJ,"I'm drop dead serious.  Don't you remember the PANdemonIUM?
At the very start of the ""Coronavirus Outbreak"" in Wuhan, China we saw that the mainstream media flooded our TV sets and radio stations with news of people just dropping dead on the streets of Wuhan^^^^^

There was no warning or signs of illness whatsoever^^^^ they just ""DROPPED DEAD"" and that was the original tactic used to scare the living daylights out of people all over the world^^^^

Isn't it strange that we didn't see people ""drop dead"" on the streets anywhere else in the world following the outbreak????

It's so obvious now that China used Crisis Actors for the start of the worlds biggest Psychological False Flag Operation in the name of Covid-19 and created a worldwide pandemic that would eventually shutdown and lockdown the whole world^^^^

*AND THEY ALL HAD MASKS ON* ??
#coronavirus #coronavirushoax2020 #planndemic #planndemia #5g #5gtowers #stop5gworldwide #warcriminals #centralbank #government #govermentlies #govermentliestoyou #hidinggod #flatearthawakening #flatearthtruth #flatearthtruthsetsyoufree #flatearthers #researchflatearth_ #flatearthmatters #flatearthisreal #zionist #zionistagenda",nivelplano3,1596899248.0,picture,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-15/e35/117392127_226288715289024_7421327850047283949_n.jpg?_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=100&_nc_ohc=MaJoN_9rBh8AX927iOf&tp=18&oh=62d2282699c3d6d347d13af08b805d7b&oe=5FDD5244&ig_cache_key=MjM3MTM0NTYxOTUxOTYzMTk0NQ%3D%3D.2,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-15/e35/117392127_226288715289024_7421327850047283949_n.jpg?_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=100&_nc_ohc=MaJoN_9rBh8AX927iOf&tp=18&oh=62d2282699c3d6d347d13af08b805d7b&oe=5FDD5244&ig_cache_key=MjM3MTM0NTYxOTUxOTYzMTk0NQ%3D%3D.2,"coronavirus,coronavirushoax2020,planndemic,planndemia,5g,5gtowers,stop5gworldwide,warcriminals,centralbank,government,govermentlies,govermentliestoyou,hidinggod,flatearthawakening,flatearthtruth,flatearthtruthsetsyoufree,flatearthers,researchflatearth_,flatearthmatters,flatearthisreal,zionist,zionistagenda",,,20,0,post,stop5gworldwide
CDlpk6RBNAj,CDlpk6RBNAj,CDlpk6RBNAj,"Super Power Obelisk Orgonite ✨
Available on our website - link in bio ✨

Orgonite helps to filter and balance energy fields in our environment and can aid in strengthening your energy body by converting low frequency energy into a higher frequency that is more beneficial for life forms including yourself, pets and plants. Orgonite protects from EMF radiation frequency.

TITANIUM AURA is a form of Quartz, which is combined with titanium (the metal of power). Titanium is one of the strongest and most beautiful of all metals. 
The vibrational energy, along with the colour of this crystal has the ability to heal the human energy field. Together they merge with the aura to release any energy blocks and patch up holes in the aura by its colour. It enhances ones physical vitality and brings more energy into the auric field. 
It is stimulating to the auric field and meridians, acting as a prism for soul-level energy, infusing the aura with a rainbow spectrum of light.

Shungite - The Stone of Life & Transformation is believed to have the ability to absorb and completely neutralise the dangerous frequencies from EMF radiation. The reason that Shungite is believed to be able to do this is due to the fullerenes inside. ... These unique molecules are what scientists believe give shungite the ability to block EMF radiation.

TENSOR RING Within a Tensor Ring is an infinite source of energy that is neither electric nor magnetic with an output that is beneficial and healing to all life forms. It is a superconductor that neutralises magnetic fields, bringing coherency to chaos, and easily stabilises and equalises the bio magnetic and energy fields of the body. Tensor Fields produce a measurable gravitational effect.

More info available on our website ✨
.
.
.
.
.
#orgoniteireland #orgonite #orgone #orgoneenergy #obelisk #obeliskorgonite #realorgonite #meditationtool #5dtool #ascension #negativitycleanser #cleanser #emfprotection #5gprotection #radiationprotection #stop5g ##stop5gireland #stop5gworldwide #shungite #quartzcrystal #titaniumauracrystal #liquidgols #superpowerorgonite #buyrealorgonite #tensorrings #tensorringorgonite #tensorringtechnology #tensorringtech #5dearth",orgonite_ireland,1596796491.0,picture,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-15/e35/116911460_327383861781932_850464786708451470_n.jpg?_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=108&_nc_ohc=yx5Z3Hc5d4kAX849I5v&tp=18&oh=8d452a2b7ee6dd2bef7a1765901a2f9f&oe=5FDF48F7&ig_cache_key=MjM3MDQ4MzYzNTI1MTEwNTgyNw%3D%3D.2,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-15/e35/116911460_327383861781932_850464786708451470_n.jpg?_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=108&_nc_ohc=yx5Z3Hc5d4kAX849I5v&tp=18&oh=8d452a2b7ee6dd2bef7a1765901a2f9f&oe=5FDF48F7&ig_cache_key=MjM3MDQ4MzYzNTI1MTEwNTgyNw%3D%3D.2,"orgoniteireland,orgonite,orgone,orgoneenergy,obelisk,obeliskorgonite,realorgonite,meditationtool,5dtool,ascension,negativitycleanser,cleanser,emfprotection,5gprotection,radiationprotection,stop5g,stop5gireland,stop5gworldwide,shungite,quartzcrystal,titaniumauracrystal,liquidgols,superpowerorgonite,buyrealorgonite,tensorrings,tensorringorgonite,tensorringtechnology,tensorringtech,5dearth",,,61,6,post,stop5gworldwide
CDRFIkopzEo,CDRFIkopzEo,CDRFIkopzEo,"Repost: @truth_seeker_society 

#stop5gworldwide #stop5gglobal #stop5ginternational #stop5ggermany #covid19",stop_5g_in_germany,1596106337.0,video,https://scontent-muc2-1.cdninstagram.com/v/t50.2886-16/116677533_374877903481217_6989946868959124380_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjY0MC5mZWVkLmRlZmF1bHQiLCJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSJ9&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=105&_nc_ohc=CV82GjjgZ84AX9cvVVz&vs=17883525742677534_1222765710&_nc_vs=HBksFQAYJEdKMWI5QWFCYVVVUTgxUUJBSnliS1p1a1J3Rmhia1lMQUFBRhUAAsgBABUAGCRHSDEtOEFiOFFRbm54YVVBQUJWTUdIci1nOHRKYmtZTEFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMBUAACa82IOYmb7EPxUCKAJDMywXQE3VP3ztkWgYEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&oe=5FB6B19D&oh=41cfdf1d0ad7f1511087cdb00dc2a344,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-15/e35/116321505_114229763714584_8113723881388614308_n.jpg?_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=104&_nc_ohc=WNzpqNuT9kYAX9NhVOK&tp=18&oh=338a456f90a4ab7110da881acf9f4d59&oe=5FB64E01,"stop5gworldwide,stop5gglobal,stop5ginternational,stop5ggermany,covid19",,truth_seeker_society,27,0,post,stop5gworldwide
